task	stimulus	response	goodness	reactionTime	jmen	vek	vzdel	del_vzdel	hud_tel	posl	hud_akt	tanec	strun	klav	dech	perk	vs_jaz
sp_zacvik	07-X-X-láká_,07-X-X-láká_,30_07-X-X-láká_-0.7	A	2	10.912125563444617	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_zacvik	up_4_ST_09-X-X-známá,09-X-X-známá,09-X-X-známá	B	1	9.448184196595989	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	09-X-X-známá,09-X-X-známá,20_09-X-X-známá-0.8	A	1	10.646232551903182	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	16-X-X-radar,16-X-X-radar,up_3_ST_16-X-X-radar	A	1	9.112777042894084	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	down_4_ST_03-mávátka-X-X,03-mávátka-X-X,03-mávátka-X-X	A	3	10.280545851496656	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	100_13-X-armáda-X_-2,13-X-armáda-X_,13-X-armáda-X_	B	2	10.31247309364904	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	up_3_ST_16-X-X-radar,16-X-X-radar,16-X-X-radar	B	1	8.896385015412344	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	down_3_ST_08-X-X-vláda_,08-X-X-vláda_,08-X-X-vláda_	B	2	9.216279862386234	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	03-mávátka-X-X,03-mávátka-X-X,down_4_ST_03-mávátka-X-X	A	2	8.509636140906839	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	20_09-X-X-známá-0.8,09-X-X-známá,09-X-X-známá	B	1	9.120373539095148	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	14-X-rajčata-X_,14-X-rajčata-X_,up_3_ST_14-X-rajčata-X_	A	1	8.723930415736884	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	06-X-mláďata-X,06-X-mláďata-X,30_06-X-mláďata-X-0.7	B	2	10.561301087150367	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	down_4_ST_06-X-mláďata-X,06-X-mláďata-X,06-X-mláďata-X	B	3	11.597121282175028	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	08-X-X-vláda_,08-X-X-vláda_,down_3_ST_08-X-X-vláda_	A	1	9.44845937123254	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	40_14-X-rajčata-X_-1.4,14-X-rajčata-X_,14-X-rajčata-X_	A	2	9.800132558745881	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	40_10-začala-X-X-1.4,10-začala-X-X,10-začala-X-X	B	2	10.134755255205347	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	13-X-armáda-X_,13-X-armáda-X_,100_13-X-armáda-X_-2	A	1	9.040093224138031	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	30_06-X-mláďata-X-0.7,06-X-mláďata-X,06-X-mláďata-X	B	2	8.704239644983936	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	06-X-mláďata-X,06-X-mláďata-X,down_4_ST_06-X-mláďata-X	A	1	8.547282545685068	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	up_3_ST_14-X-rajčata-X_,14-X-rajčata-X_,14-X-rajčata-X_	A	1	10.200092330170643	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	10-začala-X-X,10-začala-X-X,40_10-začala-X-X-1.4	B	2	8.706717054819984	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	14-X-rajčata-X_,14-X-rajčata-X_,40_14-X-rajčata-X_-1.4	A	1	8.90536520703	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	03-mávátka-X-X,03-mávátka-X-X,down_4_ST_03-mávátka-X-X	B	2	8.308982705902603	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	13-X-armáda-X_,13-X-armáda-X_,100_13-X-armáda-X_-2	A	2	8.49854311092575	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	06-X-mláďata-X,06-X-mláďata-X,30_06-X-mláďata-X-0.7	A	1	8.664458890726673	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	16-X-X-radar,16-X-X-radar,up_3_ST_16-X-X-radar	A	1	8.88851278584147	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	10-začala-X-X,10-začala-X-X,40_10-začala-X-X-1.4	B	1	8.211716153868146	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	20_09-X-X-známá-0.8,09-X-X-známá,09-X-X-známá	B	1	8.450187803198787	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	up_3_ST_16-X-X-radar,16-X-X-radar,16-X-X-radar	B	1	8.389012709716344	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	08-X-X-vláda_,08-X-X-vláda_,down_3_ST_08-X-X-vláda_	A	1	9.288454119170208	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
sp_test	down_4_ST_03-mávátka-X-X,03-mávátka-X-X,03-mávátka-X-X	A	3	10.602047885973548	8281	26	zadne	0	ne	akt	ne	pravid	ano	ne	ne	ne	mzv
